key,name,cap,document_date,url,header,cash_flow,dollar_sign,average volume,EMA traded dollar amount,points
AHN,ATHENA RESOURCES LIMITED,7493273,2023-04-23T23:23:56+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nxlp965kzlv1.pdf,Quarterly Appendix 5B Cash Flow Report,1885225000.0,$A,8208567,87132.47000768405,6
HAS,HASTINGS TECHNOLOGY METALS LTD,155131982,2023-04-26T10:46:43+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45p00zr096nhzw.pdf,Quarterly Cash Flow Report March 2023,145619000.0,$A,563802,862593.5600474038,11
WZR,WISR LIMITED,43581592,2023-04-28T09:59:25+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p41x89vrq8c4.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,79456000.0,$A,3203432,128954.19083968969,7
PNR,PANTORO LIMITED,199902158,2023-04-18T08:33:31+1000,https://announcements.asx.com.au/asxpdf/20230418/pdf/45nr7qtsdhgc3y.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,78755000.0,$A,4162550,266099.53212664893,9
ASM,AUSTRALIAN STRATEGIC MATERIALS LIMITED,174206962,2023-04-26T17:09:14+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45p0gy9074yjfn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,63095000.0,$A,384941,434701.62054823793,10
BET,BETMAKERS TECHNOLOGY GROUP LTD,136813532,2023-04-28T16:21:29+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5862ttw214t.pdf,Appendix 4C,56164000.0,$A,2380886,319028.9660702966,9
IMA,IMAGE RESOURCES NL,102924038,2023-04-28T14:13:21+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4sm7z98zgq7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,55558000.0,$A,326256,34697.7449382645,5
JRV,JERVOIS GLOBAL LIMITED,149747045,2023-04-27T08:27:14+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p18qwn959lqt.pdf,Quarterly Activities Report and Cashflow to 31 March 2023,49837000.0,$US,16374162,1729530.1141085504,11
KIL,KILAND LTD,146253270,2023-04-28T14:16:40+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4sydlg5b3pg.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,48603000.0,$A,94460,256618.74451261837,9
DRO,DRONESHIELD LIMITED,138163224,2023-04-26T09:16:17+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzrzfgrbrksx.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,45894229.0,$A,1179712,285982.31221112073,9
GCY,GASCOYNE RESOURCES LIMITED,140322097,2023-04-27T10:58:59+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1ynnz6qrlp8.pdf,Quarterly Activities Report and Appendix 5B,41085000.0,$A,2461292,297681.0610929883,9
AQS,AQUIS ENTERTAINMENT LIMITED,33325389,2023-04-28T08:59:50+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3j53cngx71n.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,40276000.0,$A,53968,11728.877180226064,3
DUB,DUBBER CORPORATION LIMITED,41788949,2023-04-28T08:47:14+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3dlfk7drhwj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,40157000.0,$A,586758,106295.56809235421,7
EGR,ECOGRAF LIMITED,74305021,2023-04-28T18:13:19+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5rg8q2nkf12.pdf,March 2023 Quarterly Activities Report and Appendix 5B,39519000.0,$A,568409,106633.65221385291,7
BUB,BUBS AUSTRALIA LIMITED,123973972,2023-04-28T09:32:02+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3sxqvmhttjs.pdf,FY23 Q3 - Activity Report and Appendix 4C Cashflow Statement,39161000.0,$A,2006416,439838.6591254413,10
CYL,CATALYST METALS LIMITED,152106296,2023-04-28T18:59:33+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5vxdzl97qtd.pdf,Quarterly Cash Flow Report,38055000.0,$A,69485,46843.24515922205,5
E25,ELEMENT 25 LIMITED,118085428,2023-04-11T09:55:08+1000,https://announcements.asx.com.au/asxpdf/20230411/pdf/45njmmqlhqpxhj.pdf,Quarterly Appendix 5B Cash Flow Report,37564000.0,$A,120245,71700.6405476953,6
IHL,INCANNEX HEALTHCARE LIMITED,182506191,2023-04-27T08:15:02+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1578sm935j9.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,37141000.0,$A,1791531,275336.9923282562,9
KED,KEYPATH EDUCATION INTERNATIONAL INC.,87728162,2023-04-26T05:37:20+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nz9z7v6t2p14.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,36848000.0,$US,553498,279096.6167043466,9
LIS,LI-S ENERGY LIMITED,185658067,2023-04-26T07:45:22+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzf8vtp4x54w.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,36321000.0,$A,159533,42684.77016477511,5
MAP,MICROBA LIFE SCIENCES LIMITED,103240942,2023-04-20T09:02:33+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45ntxjcw09370c.pdf,Q3 FY23 Quarterly Activities Report & Appendix 4C,35397000.0,$A,60657,22321.870446103574,4
KRM,KINGSROSE MINING LIMITED,41388959,2023-04-28T09:50:00+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3z9qw90cpfw.pdf,Quarterly Activities and Cashflow Report - March 2023,35258000.0,$A,1169995,57151.65055166597,5
QPM,QUEENSLAND PACIFIC METALS LIMITED,183366532,2023-04-27T23:17:35+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p2y3n46jlmwg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,34554000.0,$A,2111426,220825.51534611368,8
PLY,PLAYSIDE STUDIOS LIMITED,158654624,2023-04-27T08:17:47+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1vpk6bmn8z6.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,31186000.0,$A,147202,49129.89377654418,5
AKM,ASPIRE MINING LIMITED,31473493,2023-04-28T08:51:38+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3fmm78jvz1d.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,29087000.0,$A,204184,9525.440955940696,2
TGA,THORN GROUP LIMITED,41716823,2023-04-28T12:26:26+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4gp093hhllg.pdf,Correction to Quarterly Activities Report & Appendix 4C,28800000.0,$A,13102,14389.626877174573,3
PSC,PROSPECT RESOURCES LIMITED,46225946,2023-04-27T11:07:18+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1z10gdmc5y2.pdf,Quarterly Activities and Cashflow Report March 2023,28452000.0,$A,565866,79280.71302632985,6
TSK,TASK GROUP HOLDINGS LIMITED,163314444,2023-04-24T07:34:32+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nxk1py8yq4y7.pdf,Q4 FY23 Appendix 4C,28345000.0,$NZD,197763,77630.57098619026,6
FDV,FRONTIER DIGITAL VENTURES LIMITED,145118205,2023-04-27T10:01:40+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1ttgc3mbkvp.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,26763000.0,$A,600709,259051.58497904075,9
88E,88 ENERGY LIMITED,140755078,2023-04-26T08:23:32+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzgl36t545th.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,26310000.0,$A,21353395,161437.33853913742,8
SFX,SHEFFIELD RESOURCES LIMITED,174720844,2023-04-26T21:34:38+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p0v5fn5hskw2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,24979000.0,$A,168147,73467.56332338377,6
B4P,BEFOREPAY GROUP LIMITED,22077944,2023-04-27T07:31:15+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p10rh4wpkm3w.pdf,Q3FY23 Quarterly Activities and Appendix 4C Cash Flow Report,24969000.0,$A,9846,6233.462895736345,2
CHL,CAMPLIFY HOLDINGS LIMITED,152224069,2023-04-24T10:01:01+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45ny0nvr5w2lvc.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,24935000.0,$A,35058,110969.81419928037,7
ACE,ACUSENSUS LIMITED.,83258984,2023-04-26T21:20:25+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p0txd34ct1w0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,24606000.0,$A,15315,43259.55472108052,5
AXE,ARCHER MATERIALS LIMITED,154182443,2023-04-20T17:29:49+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45nvkrhxnmp1sw.pdf,Quarterly Activity Report & Appendix 4C,24462000.0,$A,737986,359458.1943609236,9
OEL,OTTO ENERGY LIMITED,62335127,2023-04-28T09:27:02+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3rrjbrcbn3r.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,24085000.0,$US,2486387,25590.393468730246,5
IXC,INVEX THERAPEUTICS LTD,31940385,2023-04-20T08:48:04+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45ntw9kv2jm4kt.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,23820000.0,$A,102312,54516.09838818501,5
ETM,ENERGY TRANSITION MINERALS LTD,52874016,2023-04-28T14:39:12+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4vzwdrk31qm.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,23474000.0,$A,775308,29497.258599812336,5
AVL,AUSTRALIAN VANADIUM LIMITED,152771891,2023-04-27T09:05:39+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1gbjj6mhrl2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,23192000.0,$A,6455595,210160.70537206522,8
AYA,ARTRYA LIMITED,16885883,2023-04-19T08:48:34+1000,https://announcements.asx.com.au/asxpdf/20230419/pdf/45nsmxmjr1r740.pdf,Quarterly Activity Report and Appendix 4C-March 2023,22917000.0,$A,72829,13485.976913831904,3
DSE,DROPSUITE LIMITED,186270865,2023-04-17T08:30:14+1000,https://announcements.asx.com.au/asxpdf/20230417/pdf/45npwgljbndsks.pdf,March 2023 Quarterly Activities Report and Appendix 4C,22690000.0,$A,780889,179416.85514490984,8
AJL,AJ LUCAS GROUP LIMITED,19260215,2023-04-28T07:33:41+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p357zmrczcx1.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,22635000.0,$A,894845,13220.239433878263,3
BNO,BIONOMICS LIMITED,32312179,2023-04-28T16:30:15+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p59s82jsrczx.pdf,Quarterly Activities/Appendix 4C Cash Flow Report Mar 2023,22449000.0,$A,935973,19515.66132648333,4
LM8,LUNNON METALS LIMITED,176815277,2023-04-27T17:15:57+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p2jjcjt35v5v.pdf,Quarterly Cash Flow Report - March 2023,22047000.0,$A,137422,95713.57787403301,7
ATH,ALTERITY THERAPEUTICS LIMITED,14639386,2023-04-27T14:27:24+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p26nrwk7wyky.pdf,Appendix 4C and Quarterly Cash Flow Report,21944000.0,$A,1708289,12178.795084197978,3
NVA,NOVA MINERALS LIMITED,56940289,2023-04-28T08:45:28+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3jp6dqmd97h.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,21902000.0,$A,351134,98595.25874930185,7
NOV,NOVATTI GROUP LIMITED,42332068,2023-04-28T09:36:52+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3vk0pppq0n3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,21899000.0,$A,202289,27730.869589635146,5
TRP,TISSUE REPAIR LTD,18139453,2023-04-28T16:37:34+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5bx279x6bml.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,21792000.0,$A,80118,19340.843506967598,4
GSS,GENETIC SIGNATURES LIMITED,76005178,2023-04-28T08:52:03+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3gzx4sqtty0.pdf,Quarterly update and Appendix 4C,21627000.0,$A,116129,54884.17603495551,5
SPT,SPLITIT PAYMENTS LTD,59050069,2023-04-28T08:10:41+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p35b04m55xcb.pdf,Q1 FY23 Quarterly Activities Report (App 4C),21405000.0,$US,683183,71698.46556468311,6
UBI,UNIVERSAL BIOSENSORS INC.,44597581,2023-04-28T15:39:21+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p524zq8gkst8.pdf,March 2023 Quarterly Activity Report and Appendix 4C,21275000.0,$A,142416,35609.42178707657,5
FHE,FRONTIER ENERGY LIMITED,110629115,2023-04-27T21:34:56+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p2v623ydl2ff.pdf,Quarterly Activities Report/Appendix 4C,21040000.0,$A,139369,61609.59660007025,6
AGE,ALLIGATOR ENERGY LIMITED,132236758,2023-04-26T22:12:08+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p0xhw6m40zgm.pdf,Quarterly Activities Report and 5B Cashflow - March 2023,20998000.0,$A,7199151,277567.05236513197,9
G1A,GALENA MINING LIMITED,72992367,2023-04-28T09:31:49+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3tmvyb7133x.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,20681000.0,$A,720874,69380.99917404081,6
FAL,FALCON METALS LTD,39825000,2023-04-28T13:36:18+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4nmfbkkg8nv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,20585000.0,$A,215382,49427.83122549737,5
GT1,GREEN TECHNOLOGY METALS LIMITED,183636952,2023-04-28T14:19:24+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4tr2hy3qsgr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,20554000.0,$A,997816,954878.7346656153,11
AND,ANSARADA GROUP LIMITED,90228924,2023-04-26T08:57:53+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzpb2p430kqt.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,20182000.0,$A,29354,24044.3088451774,4
PTX,PRESCIENT THERAPEUTICS LIMITED,69253202,2023-04-28T09:09:53+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3m4nk3sw49s.pdf,March 2023 Quarterly Update and Appendix 4C,19971000.0,$A,673961,51132.216656323755,5
RVT,RICHMOND VANADIUM TECHNOLOGY LIMITED,86514999,2023-04-28T10:08:46+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p42mv311010f.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,19691000.0,$A,75802,18168.68626267644,3
SWP,SWOOP HOLDINGS LIMITED,41713407,2023-04-27T08:18:32+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p15rcdr9tqqf.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,19683000.0,$A,226789,53220.851469801826,5
M7T,MACH7 TECHNOLOGIES LIMITED,139019841,2023-04-28T07:54:06+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p33cnmhst96r.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,19395000.0,$A,207596,143808.4058344068,7
RAD,RADIOPHARM THERANOSTICS LIMITED,44110695,2023-04-27T14:55:38+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p27wwhx5x0h0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,19268000.0,$A,308638,37032.010315811705,5
VML,VITAL METALS LIMITED,45102273,2023-04-28T08:28:58+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3ck7h6yc4bm.pdf,Quarterly Activities and Cash Flow Report,18851000.0,$A,6538328,63789.43600425895,6
CLU,CLUEY LTD,18145221,2023-04-27T17:29:12+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p2k7s9wwnxjy.pdf,March 2023 Quarterly Activities Report & Appendix 4C,18817000.0,$A,144944,19094.210385582268,4
SRL,SUNRISE ENERGY METALS LIMITED,97262509,2023-04-28T08:41:15+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3cy9hh25dff.pdf,March 2023 Quarterly Activities and Cash Flow,18802000.0,$A,36643,41476.93785016005,5
GHY,GOLD HYDROGEN LIMITED,41300000,2023-04-26T12:23:55+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45p04pyt36jbdj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,18543000.0,$A,69709,21808.426668197917,4
MAN,MANDRAKE RESOURCES LIMITED,22752877,2023-04-26T23:39:22+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p0xrxgnv6pzn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,18330000.0,$A,1866254,69044.64620389848,6
HGO,HILLGROVE RESOURCES LIMITED,101334463,2023-04-20T07:46:05+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45ntp7dkdmf1yk.pdf,Quarterly Report and Appendix 5B for 31 March 2023,18004000.0,$A,2352285,106173.94257423708,7
BRK,BROOKSIDE ENERGY LIMITED,67696366,2023-04-28T17:07:10+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5hxgnqp8b8j.pdf,Quarterly Activities and Appendix 5B - March 2023,17724000.0,$A,7027723,103656.28175763317,7
MOB,MOBILICOM LIMITED,9286737,2023-04-28T09:01:03+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3n7vn40t3tt.pdf,MOB Q1 FY23 Activities Report & Appendix 4C,17692000.0,$A,453610,2714.443249195374,1
ORR,ORECORP LIMITED,155609048,2023-04-23T20:51:57+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nxn1j2q3fcj2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,17673000.0,$A,301143,149322.19328715425,7
SXG,SOUTHERN CROSS GOLD LTD,102037286,2023-03-31T16:04:36+1100,https://announcements.asx.com.au/asxpdf/20230331/pdf/45n7mx0hxvk03w.pdf,SXG February 2023 Quarterly Activities Report & Appendix 5B,17637000.0,$A,189447,73919.11393917326,6
DRE,DREADNOUGHT RESOURCES LTD,169714139,2023-04-28T00:22:03+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p30219ct224t.pdf,Quarterly Cashflow Report - March 2023,17574000.0,$A,9734739,513545.37636827887,10
WLD,WELLARD LIMITED,26562516,2022-04-27T14:40:39+1000,https://announcements.asx.com.au/asxpdf/20220427/pdf/458cdbqb5t92xl.pdf,Appendix 4C - Quarterly Cash Flow Q3,17425000.0,$US,106256,4601.337555913692,2
GAL,GALILEO MINING LTD,113634333,2023-04-12T08:31:06+1000,https://announcements.asx.com.au/asxpdf/20230412/pdf/45nkmhfg37xjl8.pdf,Quarterly Cash Flow Report March 2023,17419000.0,$A,309767,210073.94671414362,8
FBR,FBR LTD,106398051,2023-04-28T18:52:04+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5ts4h53pj5t.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,17351000.0,$A,1793707,51555.63769790131,5
FNX,FINEXIA FINANCIAL GROUP LIMITED,10552427,2023-04-28T18:46:56+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5tkbdndyk40.pdf,Appendix 4C Quarterly Cashflow Report,16837000.0,$A,53668,15196.689108361952,3
EMH,EUROPEAN METALS HOLDINGS LIMITED,154870321,2023-04-28T18:16:15+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5rllpxwymrj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,16715000.0,$A,104817,97745.60640680046,7
BC8,BLACK CAT SYNDICATE LIMITED,99961670,2023-04-28T16:38:59+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5c3520pt8gj.pdf,Quarterly Activities Report and Appendix 5B,16678000.0,$A,277411,106711.9390252316,7
DNA,DONACO INTERNATIONAL LIMITED,48180186,2023-04-28T16:13:27+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p56r4v71smyn.pdf,Appendix 4C Cash Flow Report,16546000.0,$A,155959,7957.689415185207,2
SP8,STREAMPLAY STUDIO LIMITED,10243114,2023-04-26T09:57:54+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzyq9yth9j3b.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,16469000.0,$A,1235097,10313.564924121656,2
BSX,BLACKSTONE MINERALS LIMITED,63948003,2023-04-27T09:42:14+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1qx1kmgj43j.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,16433000.0,$A,378749,47505.690184018094,5
NTU,NORTHERN MINERALS LIMITED,182951975,2023-04-28T08:34:09+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p39qw1gcsvsl.pdf,Quarterly Cash Flow Report,16205000.0,$A,1417355,62983.185263541,6
MLS,METALS AUSTRALIA LTD,19969158,2023-04-28T17:12:11+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5jz58t5kjhw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,16163000.0,$A,2673456,110091.28456928232,7
TPD,TALON ENERGY LTD,112892934,2023-05-04T22:57:38+1000,https://announcements.asx.com.au/asxpdf/20230505/pdf/05pddt3r28s12s.pdf,Updated Appendix 5B,16116000.0,$A,1513065,253110.89891420564,9
NOU,NOUMI LIMITED,19120543,2023-04-28T17:35:03+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5ml46znq8c5.pdf,App 4C and Qtr Ended 31 March 2023 Activity Report,15778000.0,$A,103839,7003.15257763613,2
TI1,TOMBADOR IRON LIMITED,42992147,2023-04-27T23:55:25+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p30v6czzkx90.pdf,Quarterly Cashflow Report,15353000.0,$A,1419425,32680.05125363313,5
LPD,LEPIDICO LTD,91659682,2023-04-26T05:36:12+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nz9v70xf06nn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,15323000.0,$A,11515348,117454.25383285408,7
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED,48072744,2022-10-28T11:32:56+1100,https://announcements.asx.com.au/asxpdf/20221028/pdf/45gxjnbl6n89n6.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,15240000.0,$A,46152,14138.061258272519,3
FLC,FLUENCE CORPORATION LIMITED,120352496,2023-04-27T09:12:01+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1hg9zz9f3vm.pdf,Appendix 4C - Quarterly,15159000.0,US$,145258,38208.34368107467,5
DEV,DEVEX RESOURCES LIMITED,114941358,2023-04-26T17:51:54+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45p0jbx80ky970.pdf,Quarterly Activities and Cashflow Report - March 2023,15158000.0,$A,518565,174037.09319373203,8
EEG,EMPIRE ENERGY GROUP LIMITED,150758624,2023-04-28T08:54:32+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3gdrmswswrx.pdf,Quarterly Appendix 5B Cash Flow Report,15107820.0,$A,548785,86250.68061628932,6
LPI,LITHIUM POWER INTERNATIONAL LIMITED,198209831,2023-04-28T09:58:26+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4184k0f4dm6.pdf,Appendix 5B Cash Flow Report,15051000.0,$A,699367,208231.64955002163,8
COB,COBALT BLUE HOLDINGS LIMITED,83262944,2023-04-27T09:42:27+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1qs0v2j89mp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,15031000.0,$A,542233,131802.19432620768,7
FID,FIDUCIAN GROUP LIMITED,182255437,2023-04-21T08:40:09+1000,https://announcements.asx.com.au/asxpdf/20230421/pdf/45nw04dqnyqyh5.pdf,Appendix 4C quarterly & Update,14994000.0,$A,7215,43854.71651624811,5
MCA,MURRAY COD AUSTRALIA LIMITED,99547940,2023-04-28T15:26:49+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p50r8l6zhdjp.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,14892000.0,$A,226311,31305.985738906875,5
ANP,ANTISENSE THERAPEUTICS LIMITED,46852018,2023-04-17T09:35:19+1000,https://announcements.asx.com.au/asxpdf/20230417/pdf/45nq46yd6d2499.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,14887000.0,$A,616194,45801.329516742895,5
SOM,SOMNOMED LIMITED,75310977,2023-04-28T09:18:12+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3ntym1ynv8s.pdf,Appendix 4C - March 2023,14649000.0,$A,15216,11963.395879715481,3
IXR,IONIC RARE EARTHS LIMITED,82868203,2023-04-26T08:46:04+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzkwz0q4lqpq.pdf,Quarterly Activities and Cash Flow Reports,14546000.0,$A,5877629,137680.2564360786,7
ARL,ARDEA RESOURCES LIMITED,61882118,2023-04-26T23:19:01+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p0wvrl0b6v72.pdf,March 2023 Quarterly Activities and Cashflow Report,14502000.0,$A,283143,121695.40065516096,7
CTP,CENTRAL PETROLEUM LIMITED,42297106,2023-05-02T18:14:50+1000,https://announcements.asx.com.au/asxpdf/20230502/pdf/05p9jlv2vjj3fg.pdf,Updated Appendix 5B,14219000.0,$A,535486,37657.26424760573,5
MCM,MC MINING LIMITED,55953128,2023-04-28T18:37:40+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5t3hgq5kmt4.pdf,MCM Appendix 5B Cash Flow Report,14106000.0,$USD,16771,2327.4229156024517,1
INF,INFINITY LITHIUM CORPORATION LIMITED,45796617,2023-04-28T10:16:13+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p43n550njz3d.pdf,Quarterly Cashflow Report,13894000.0,$A,395773,50615.323534976706,5
EME,ENERGY METALS LTD,25161997,2023-04-27T18:17:36+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p2lffd83k3zy.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,13872000.0,$A,35945,3178.1927678603156,1
BRU,BURU ENERGY LIMITED,50067619,2023-04-27T18:47:38+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p2mpr2r1gjz9.pdf,Quarterly Activities and Cash Flow Report - March 2023,13864000.0,$A,328321,32007.12865889002,5
PEX,PEEL MINING LIMITED,69692144,2023-04-28T08:49:22+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3g4q59149rs.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,13611000.0,$A,267041,23629.804240150275,4
CYP,CYNATA THERAPEUTICS LIMITED,26046609,2023-04-28T12:42:59+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4jfkg708ghc.pdf,Quarterly Activity Report & Appendix 4C,13515000.0,$A,215416,25483.052264304442,5
