key,name,cap,document_date,url,header,cash_flow,dollar_sign,average volume,EMA traded dollar amount,points
CUS,COPPER SEARCH LIMITED,26782581,2023-04-19T09:03:34+1000,https://announcements.asx.com.au/asxpdf/20230419/pdf/45nspltm3syxj2.pdf,Copper Search Quarterly Activities and Cashflow Report,6966000.0,$A,90780,19546.251086403372,4
HLX,HELIX RESOURCES LIMITED,13938875,2023-04-27T09:38:04+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1pzwcrvstjh.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6835000.0,$A,5519209,24483.638708818762,4
EV1,EVOLUTION ENERGY MINERALS LIMITED,33918750,2023-04-16T22:49:31+1000,https://announcements.asx.com.au/asxpdf/20230417/pdf/45nptb66q08hdk.pdf,March Quarterly Activities Report and Appendix 5B,6806000.0,$A,140764,29872.23359008257,5
RMY,RMA GLOBAL LIMITED,45193353,2023-04-18T09:43:55+1000,https://announcements.asx.com.au/asxpdf/20230418/pdf/45nrg5wtftsh18.pdf,Quarterly business update and Appendix 4C,6797000.0,$A,126196,9259.904046002075,2
TBR,TRIBUNE RESOURCES LIMITED,173144654,2023-04-27T11:17:24+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1zc2h37qvg3.pdf,Quarterly Activities & Cashflow Report - March 2023,6756000.0,$A,3749,11256.437423403846,3
RHY,RHYTHM BIOSCIENCES LIMITED,107698369,2023-04-27T09:57:05+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1t2nzcb1vsx.pdf,Appendix 4C and Market Update,6751000.0,$A,660093,244571.64667640778,8
CF1,COMPLII FINTECH SOLUTIONS LTD,18133255,2023-04-18T00:06:16+1000,https://announcements.asx.com.au/asxpdf/20230418/pdf/45nr41ldt97n5f.pdf,March 2023 Quarterly Activities Report and Appendix 4C,6739000.0,$A,243957,9904.401146493727,2
EFE,EASTERN RESOURCES LIMITED,14903358,2023-04-27T09:26:22+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1m9x8wffb1t.pdf,Appendix 5B Cash Flow Report,6667000.0,$A,2968765,30914.482262226404,5
KIN,KIN MINING NL,36522667,2023-04-19T21:20:27+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45ntz6hlhcxz82.pdf,March 2023 Quarterly Activities and Cashflow Report,6667000.0,$A,325531,12673.2307982221,3
NYR,NYRADA INC.,12324687,2023-04-26T07:22:16+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzd3nqv8y77l.pdf,Quarterly Activities Report and Appendix 4C,6567000.0,$A,70865,4005.6623917829643,2
4DS,4DS MEMORY LIMITED,43262395,2023-04-26T08:59:10+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nznqc01679wb.pdf,Quarterly Activity Report & Appendix 4C,6541000.0,$A,3228280,96997.43724435622,7
TNT,TESSERENT LIMITED,169272765,2023-04-28T09:09:23+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3w645jkpdwx.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,6517000.0,$A,12401114,1901417.4245638845,11
PRX,PRODIGY GOLD NL,10506647,2023-04-18T17:32:13+1000,https://announcements.asx.com.au/asxpdf/20230418/pdf/45ns3ytg1rjbph.pdf,Quarterly Activities and Cashflow Report March 2023,6508000.0,$A,1177273,7152.902264416594,2
PV1,PROVARIS ENERGY LTD,24168344,2023-04-28T10:07:31+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p42krtsftjs3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,6497000.0,$A,379748,17493.055267129388,3
CKA,COKAL LIMITED,124079133,2023-04-28T15:17:04+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5026qg5y2qk.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6485000.0,US$,559013,57645.66065579141,5
LRK,LARK DISTILLING CO. LTD,133134028,2023-04-28T09:29:30+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3sbmlpdhdd8.pdf,March 2023 Quarterly Update and Appendix 4C,6454000.0,$A,93853,176709.30144654302,8
NOX,NOXOPHARM LIMITED,17826515,2023-04-24T08:36:12+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nxrvh1b34pgb.pdf,March 2023 Quarterly Activities Report and Appendix 4C,6428000.0,$A,411612,20824.603061290873,4
S2R,S2 RESOURCES LTD,55362355,2023-04-27T09:32:03+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1q3x99j0c03.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6384000.0,$A,296162,36377.66770759349,5
ERM,EMMERSON RESOURCES LIMITED,35406136,2023-04-28T00:49:46+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p32zl7b41nw7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6357000.0,$A,229646,12614.769591452477,3
GED,GOLDEN DEEPS LIMITED.,6931360,2023-04-28T17:05:47+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5j1hhkx0kk1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6274000.0,$A,1969333,16585.317769195368,3
ACS,ACCENT RESOURCES NL,5204400,2023-04-27T10:48:22+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1xx0srpqfzx.pdf,Quarterly Appendix 5B Cash Flow Report,6268000.0,$A,34213,848.2565141546506,1
XAM,XANADU MINES LTD,98269451,2023-04-28T09:36:39+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3vw2d3mjgnv.pdf,Quarterly Activities Report & Appendix 5B - 31 March 2023,6117000.0,$A,4126073,329736.7540384149,9
CST,CASTILE RESOURCES LTD,21045511,2023-04-28T00:57:53+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p34sx6n8t3gj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6104000.0,$A,98133,7845.182458281488,2
RHT,RESONANCE HEALTH LIMITED,17523685,2023-04-28T13:40:30+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4p1c3z67r2j.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,6102000.0,$A,245881,10635.776063876747,2
GRV,GREENVALE ENERGY LTD,43275724,2023-04-27T18:46:14+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p2mmbc7b9jxj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6096000.0,$A,297163,31423.228597028607,5
IAM,INCOME ASSET MANAGEMENT GROUP LIMITED.,36402707,2023-04-28T10:25:25+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p44wrwksb3nm.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,6063000.0,$A,571280,74310.31165205644,6
CCA,CHANGE FINANCIAL LIMITED,26361778,2023-04-27T08:43:30+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1c2bdy6j4lw.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,6043000.0,$US,398084,13788.108134770933,3
NXM,NEXUS MINERALS LIMITED,20829012,2023-04-20T07:34:18+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45ntnvbj37bykq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6016000.0,$A,587386,44760.11498079752,5
COD,CODA MINERALS LTD,31904494,2023-04-27T08:12:25+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p14s6d88y18t.pdf,March 2023 Quarterly Activities and Cashflow Reports,5949000.0,$A,383744,108761.59234895688,7
EQR,EQ RESOURCES LIMITED,102864086,2023-04-28T15:21:19+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p51bsfm7ngjq.pdf,Quarterly Activities and Cash Flow Report March 2023,5930000.0,$A,1052953,75874.28714792215,6
ENA,ENSURANCE LTD,18481965,2023-04-28T05:42:29+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p32dgsl5c0n9.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5891000.0,$A,101461,13021.159888864142,3
ACB,A-CAP ENERGY LIMITED,64086624,2023-04-21T10:49:06+1000,https://announcements.asx.com.au/asxpdf/20230421/pdf/45nw8lxcn6jqgz.pdf,QUARTERLY CASH FLOW REPORT,5891000.0,$A,664688,35071.984196200516,5
92E,92 ENERGY LIMITED,38464938,2023-04-23T15:32:02+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nxlc7nwzqj10.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5864000.0,$A,199200,76863.53754030242,6
AUZ,AUSTRALIAN MINES LIMITED,10264980,2023-04-27T09:33:50+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1p8ff0y4pm1.pdf,Quarterly Appendix 5B Cash Flow Report,5847000.0,$A,2179214,43785.40069952049,5
NC1,NICO RESOURCES LIMITED,45955001,2023-04-27T20:31:22+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p2vb34qbx3ql.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5767000.0,$A,88528,40280.46722472848,5
BPH,BPH ENERGY LTD,18604710,2023-04-24T19:20:28+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nyqwlw431ntp.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5721000.0,$A,1380734,28921.387130645973,5
HHR,HARTSHEAD RESOURCES NL,73025735,2023-04-28T09:09:58+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3m2my7tyvlj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5669000.0,$A,9060812,232452.5215816545,8
LDR,LODE RESOURCES LTD,19221146,2023-04-28T10:22:10+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4403p761yf7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5661000.0,$A,602252,136363.09951823793,7
GGE,GRAND GULF ENERGY LIMITED,19092841,2023-04-28T08:04:50+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p36c6dpgp59j.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5646000.0,$A,2216043,24671.924320473372,4
DYM,DYNAMIC METALS LIMITED,12246250,2023-04-27T16:05:49+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p2dntdhhkx0n.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5623000.0,$A,310819,81634.58263974005,6
CRR,CRITICAL RESOURCES LIMITED,65384950,2023-04-17T08:12:11+1000,https://announcements.asx.com.au/asxpdf/20230417/pdf/45npvtdsslyhm2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5586000.0,$A,3001224,138250.28539092923,7
ALY,ALCHEMY RESOURCES LIMITED,21205373,2023-04-28T12:40:10+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4j0tg9ws1f2.pdf,Quarterly Cashflow Report - March 2023,5579000.0,$A,1712698,44550.89087502756,5
1AD,ADALTA LIMITED,8433630,2023-04-28T09:17:34+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3nwz0y7w8dr.pdf,Quarterly Appendix 4C and Activities Report,5569000.0,$A,150533,3618.8374525343106,1
IVR,INVESTIGATOR RESOURCES LTD,71858501,2023-04-26T09:30:32+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzt3dv9tpz40.pdf,Quarterly Activities and Cash Flow Report,5537000.0,$A,2306678,118319.39792518054,7
UNT,UNITH LTD,30288496,2023-04-26T08:24:01+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzk9vcwgcxx7.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5493000.0,$A,7272367,232521.25701551896,8
MOM,MOAB MINERALS LIMITED,8723562,2023-04-24T14:02:38+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nybzhfvy1trg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5486000.0,$A,3654488,50487.41970903544,5
ADO,ANTEOTECH LTD,98397049,2023-04-18T19:44:21+1000,https://announcements.asx.com.au/asxpdf/20230419/pdf/45nsk5pxzd81zm.pdf,Quarterly Update and Appendix 4C,5478000.0,$A,2458695,76290.37379287148,6
NWC,NEW WORLD RESOURCES LIMITED,67375745,2023-04-28T17:21:24+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5l77v08hwhz.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5470000.0,$A,3000981,118243.87898859939,7
AQN,AQUIRIAN LIMITED,12889884,2023-04-28T08:10:27+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p34gvm92mtpj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5459000.0,$A,46522,9095.831590681646,2
FTL,FIRETAIL RESOURCES LIMITED,7700000,2023-04-20T12:14:03+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45nv8n20g2x5sn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5456000.0,$A,73105,6816.4705067197665,2
TSO,TESORO GOLD LTD,31608377,2023-04-28T14:10:20+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4stb2zqt2cc.pdf,Quarterly Cashflow Report,5415000.0,$A,401240,12815.85383551422,3
BNL,BLUE STAR HELIUM LIMITED,34895741,2023-04-26T16:17:43+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45p0dr69j2gmzv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5398000.0,$A,2574378,58740.11233433369,6
SKF,SKYFII LTD,21272770,2023-04-28T08:16:56+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p37qgg0my5cs.pdf,Skyfii Quarterly Business Review and Appendix 4C,5396000.0,$A,209616,9024.08221125569,2
NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,12051618,2023-04-27T23:49:09+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p306213vj6h4.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5394000.0,$A,92373,7284.724162128202,2
VRC,VOLT RESOURCES LIMITED,39394239,2023-04-26T08:46:54+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzl75qjnz9jd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5353000.0,$A,2671766,19579.84948730202,4
BIT,BIOTRON LIMITED,24352512,2023-04-27T10:42:38+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1yghfcymjqh.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5323000.0,$A,851079,29155.56016787199,5
MHC,MANHATTAN CORPORATION LIMITED,20553951,2023-04-28T14:35:08+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4w3x4kyx3d5.pdf,March 2023 Quarter Activities and Cashflow Reports,5316000.0,$A,10184323,83596.39441194016,6
AGH,ALTHEA GROUP HOLDINGS LIMITED,16457949,2023-04-12T08:33:09+1000,https://announcements.asx.com.au/asxpdf/20230412/pdf/45nkmx3x81q4q3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5297000.0,$A,654853,25609.809918957246,5
LNR,LANTHANEIN RESOURCES LTD,16823634,2023-04-28T12:28:53+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4gt94grmj00.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5280000.0,$A,3172890,46069.883738912744,5
L1M,LIGHTNING MINERALS LTD,8237719,2023-04-19T09:42:08+1000,https://announcements.asx.com.au/asxpdf/20230419/pdf/45nsttt34bxzhb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5278000.0,$A,131031,24193.443949475804,4
CHR,CHARGER METALS NL,22361172,2023-04-26T09:13:36+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzqj92yzc2ck.pdf,Quarterly Cashflow Report,5275000.0,$A,331834,191824.79124930772,8
T88,TAITON RESOURCES LIMITED,13506766,2023-04-27T08:32:30+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p18btnpglqqk.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5266000.0,$A,15672,2994.260943724095,1
LRV,LARVOTTO RESOURCES LIMITED,10579575,2023-04-28T19:17:15+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5x2thy4b48z.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5239000.0,$A,400962,72661.72948232807,6
BDX,BCAL DIAGNOSTICS LIMITED,19029940,2023-04-24T11:10:35+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45ny56fys4scql.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5230000.0,$A,113428,11239.430019640082,3
AL3,AML3D LIMITED,12705425,2023-04-21T08:48:57+1000,https://announcements.asx.com.au/asxpdf/20230421/pdf/45nw0tkk4m5dgt.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5222000.0,$A,230070,15222.41671624882,3
CWX,CARAWINE RESOURCES LIMITED,19681747,2023-04-27T20:37:38+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p2vj4pdj4smz.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5194000.0,$A,21084,2084.5190520477972,1
BOT,BOTANIX PHARMACEUTICALS LTD,144279808,2023-04-28T13:49:03+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4pntqs6rcxx.pdf,March 2023 Quarterly Activities Report and Appendix 4C,5165000.0,$A,1757005,182071.38750342524,8
ABE,AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED,22684566,2023-04-28T08:05:01+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p35v38qbdf6c.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5135000.0,$A,30256,5854.78837211311,2
SBR,SABRE RESOURCES LIMITED,6412696,2023-04-28T17:16:08+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5kpvg4qgjdc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5126000.0,$A,214993,3325.296531050075,1
OPA,OPTIMA TECHNOLOGY GROUP LTD,4272814,2023-04-28T17:24:40+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5lphhxlqfqg.pdf,Appendix 4C,5064000.0,$A,206185,3843.4998388975578,2
CCR,CREDIT CLEAR LIMITED,79957212,2023-04-26T09:06:35+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzpnfbf4vmgn.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5058000.0,$A,219775,50736.5830559622,5
FG1,FLYNN GOLD LIMITED,10056284,2023-04-27T09:34:16+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1pnlbt1059g.pdf,March 2023 Quarterly Activities Report and Appendix 5B,5038000.0,$A,181002,9401.290437028425,2
STM,SUNSTONE METALS LTD,64721682,2023-04-28T18:27:26+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5s97vzdhfxh.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5037000.0,$A,5768060,139962.89041391478,7
LPM,LITHIUM PLUS MINERALS LTD.,29770100,2023-04-20T10:12:25+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45nv3lxhglfwn8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5031000.0,$A,363385,117053.46409572895,7
WRK,WRKR LTD,26703370,2023-05-02T09:17:09+1000,https://announcements.asx.com.au/asxpdf/20230502/pdf/05p8s0nj0spjz0.pdf,Amended 31 December 2022 and 31 March 2023 Appendix 4Cs,5022000.0,$A,443442,7763.969995263858,2
YRL,YANDAL RESOURCES LIMITED,7890154,2023-04-25T22:11:28+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzbkct2clkcl.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4994000.0,$A,95672,6971.479359809872,2
WSP,WHISPIR LIMITED,33093920,2023-04-28T08:59:06+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3j946dvhjy0.pdf,Q3 FY23 Appendix 4C and Activities Update,4969000.0,$A,309860,100942.7879749313,7
WC8,WILDCAT RESOURCES LIMITED,82986791,2023-04-27T22:07:05+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p2xdh5mhw38n.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4947000.0,$A,10601737,840146.1024411683,11
PNN,POWER MINERALS LIMITED,30380399,2023-04-28T14:15:01+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4t0h6hnlzhv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4876000.0,$A,445113,235453.32032328003,8
YOJ,YOJEE LIMITED,22669248,2023-04-28T11:12:55+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p49m0l6yhr9q.pdf,Quarterly Activities Report & Appendix 4C - Mar 2023,4824000.0,$A,1591979,25699.681454919286,5
5GG,PENTANET LIMITED,27655814,2023-04-28T08:15:14+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p36h7ff7w9qq.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,4798000.0,$A,235585,19382.455274759574,4
OXT,OREXPLORE TECHNOLOGIES LIMITED,5494202,2023-04-28T14:32:13+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4vcqfm3xt39.pdf,Quarterly activities and Appendix 4C cash flow reports,4789000.0,$A,119346,6370.09924909555,2
DEM,DE.MEM LIMITED,36776615,2023-04-26T09:18:21+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzr7w6673vqw.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,4784000.0,$A,52155,8181.481815939131,2
PGO,PACGOLD LIMITED,26071720,2023-04-27T07:06:29+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p0zj7xcxfk68.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4760000.0,$A,60771,16654.09877601531,3
OD6,OD6 METALS LIMITED,23051418,2023-04-27T07:55:24+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p123qfz1mgyn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4723000.0,$A,119594,26963.623240189227,5
SPX,SPENDA LIMITED,29420675,2023-04-28T10:12:13+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p43w1hhmw9th.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,4708000.0,$A,4589935,61625.48006078153,6
WIN,WIDGIE NICKEL LIMITED,66941252,2023-04-28T14:05:33+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4rk8zg15fn7.pdf,Widgie Nickel Quarterly Activities Report & Appendix 5B,4697000.0,$A,199385,43408.75773841954,5
MAG,MAGMATIC RESOURCES LIMITED,24761117,2023-04-26T08:04:16+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzfzzjxl9f1f.pdf,Quarterly Cashflow Report - March 2023,4695000.0,$A,680201,93132.3953364853,6
PAB,PATRYS LIMITED,22629952,2023-04-24T10:08:13+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45ny1nzlk8c41d.pdf,Appendix 4C - Quarterly - 31 March 2023,4681000.0,$A,2100980,20941.273136329077,4
ELS,ELSIGHT LIMITED,39834689,2023-04-24T18:23:55+1000,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nynxqs35xr07.pdf,Quarterly Activity Report and Appendix 4C,4674000.0,$US,44138,15261.049340257772,3
KKO,KINETIKO ENERGY LTD,70250717,2023-04-28T12:11:41+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4ffs7ffwmdk.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4642000.0,$A,236854,22025.397307398773,4
SHP,SOUTH HARZ POTASH LTD,15600323,2023-04-27T09:28:57+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1mz3gpqm6xp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4632000.0,$A,1013316,30941.74055271083,5
PFT,PURE FOODS TASMANIA LIMITED,15363588,2023-04-27T09:10:40+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1kw9n6wpyb3.pdf,Activities Statement and Appendix 4C,4617000.0,$A,209342,26569.465412747726,5
STN,SATURN METALS LIMITED,28180356,2023-04-20T08:28:45+1000,https://announcements.asx.com.au/asxpdf/20230420/pdf/45nttghk7s27s5.pdf,Quarterly Activities and Cash Flow Report,4614000.0,$A,204835,31125.61560618596,5
MXR,MAXIMUS RESOURCES LIMITED,10847896,2023-04-19T10:10:07+1000,https://announcements.asx.com.au/asxpdf/20230419/pdf/45nswlfnfcfnv6.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4577000.0,$A,367006,16313.658480690941,3
KAU,KAISER REEF LIMITED,29539536,2023-04-27T12:31:26+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p233bw702xcr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4550000.0,$A,227909,49409.32492604506,5
GMR,GOLDEN RIM RESOURCES LTD,18339239,2023-04-28T10:24:59+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p444bgc408dl.pdf,Quarterly Activities and Cashflow Report - March 2023,4539000.0,$A,270239,9151.834281086658,2
FLX,FELIX GROUP HOLDINGS LTD,21940760,2023-04-26T09:06:57+1000,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nzpld7sv08rv.pdf,Business Update and Appendix 4C - Q3 FY23,4528000.0,$A,104208,15446.07357313773,3
BM8,BATTERY AGE MINERALS LTD,25398943,2023-04-27T01:47:20+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p105cc0cj018.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4528000.0,$A,62680,17283.528095355006,3
IMR,IMRICOR MEDICAL SYSTEMS INC.,45562714,2023-04-27T08:48:34+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p1cxj8009plw.pdf,Imricor Q1 FY23 Quarterley Activities Report and Appendix 4C,4521000.0,$USD,165214,55061.33733910588,5
ABX,ABX GROUP LIMITED,24594990,2023-04-28T09:16:53+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3qj84yrwpts.pdf,Monthly Activities/Appendix 5B Cash Flow Report,4505000.0,$A,166913,17708.847073588142,3
E79,E79 GOLD MINES LIMITED,6006068,2023-04-27T22:39:32+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p2wtd6sd65wn.pdf,Quarterly Cashflow Report - March 2023,4490000.0,$A,55920,5267.579306116875,2
PVW,PVW RESOURCES LIMITED,6892452,2023-04-28T16:42:31+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p5c5pqcxq2yv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4478000.0,$A,105942,7367.322579585733,2
VTI,VISIONEERING TECHNOLOGIES INC.,9197994,2023-04-18T08:26:46+1000,https://announcements.asx.com.au/asxpdf/20230418/pdf/45nr777wc7j8xx.pdf,Appendix 4C and Business Activity Report - Mar-23 Qtr,4463000.0,US$,34932,5066.443585476277,2
CNQ,CLEAN TEQ WATER LIMITED,15004677,2023-04-28T13:13:48+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4pw0d1hl1r0.pdf,March 2023 Quarterly Activities Report and Appendix 4C,4454000.0,A$,45978,11892.196727618675,3
TG6,TG METALS LIMITED,6305521,2023-04-28T08:50:16+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3gjsck7dyl3.pdf,Quarterly Activities Report and Appendix 5B,4439000.0,$A,112607,12658.295880995718,3
LIO,LION ENERGY LIMITED,11157428,2023-04-27T13:31:00+1000,https://announcements.asx.com.au/asxpdf/20230427/pdf/45p24xpk2hwh9l.pdf,Quarterly Cashflow Report,4439000.0,$US,396648,10995.205656570733,3
AZL,ARIZONA LITHIUM LIMITED,112736745,2023-04-28T14:15:54+1000,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p4t6wn4qyhrt.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4427000.0,$A,6075184,284124.5026939678,9
