key,name,cap,document_date,url,header,cash,cash_unit,debt,debt_unit
AQD,AUSQUEST LIMITED,11552089,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4604f8nw0nm.pdf,Quarterly Activities and Cashflow Report,"3,733",$A’000,-,$A’000
APL,ASSOCIATE GLOBAL PARTNERS LIMITED,11621013,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx3b7m3vkf5k.pdf,Quarterly Activity Report and Appendix 4C,"4,053",$A’000,"1,252",$A’000
MXR,MAXIMUS RESOURCES LIMITED,11645536,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqwcwpkvmzfg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,632",$A’000,-,$A’000
LGM,LEGACY MINERALS HOLDINGS LIMITED,11649704,2023-07-12,https://announcements.asx.com.au/asxpdf/20230712/pdf/05rkncg74mw9x3.pdf,Quarterly Activities and Cashflow Reports June 2023,"1,624",$A’000,-,$A’000
NWM,NORWEST MINERALS LIMITED,11660649,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ps7c4k85h5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,014",$A’000,-,$A’000
1CG,ONE CLICK GROUP LIMITED,11674119,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3yxfpfd8156.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,499",$A’000,775,$A’000
MXC,MGC PHARMACEUTICALS LTD,11677079,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qxhj0hpsxn.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,259,$A’000,"6,948",$A’000
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED,11725016,2023-07-10,https://announcements.asx.com.au/asxpdf/20230710/pdf/05rgxrv655q07x.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,513,$US’000,,$US’000
ARD,ARGENT MINERALS LIMITED,11789812,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwjy7ctkqsd1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,976",$A’000,-,$A’000
MIL,MILLENNIUM SERVICES GROUP LIMITED,11790815,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rynn7skps7kx.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,272",$A’000,"6,871",$A’000
MMC,MITRE MINING CORPORATION LIMITED,11791026,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4zdrs32ttxn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,678",$A’000,-,$A’000
OAR,OAR RESOURCES LIMITED,11804111,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2jr0zm7p2lp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,218",$A’000,"1,750",$A’000
LSA,LACHLAN STAR LIMITED,11871114,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4wcrw0zgjj7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,367",$A’000,-,$A’000
CMG,CRITICAL MINERALS GROUP LIMITED,11901600,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0zwbyr5c606.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,706",$A’000,-,$A’000
MQR,MARQUEE RESOURCES LIMITED,11905470,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2py5thhnsh0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,(i),$A’000,Unused,$A’000
EVG,EVION GROUP NL,11912083,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s23n63tjyfgk.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,303",$A’000,-,$A’000
OSX,OSTEOPORE LIMITED,11928735,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s42b50p62kb2.pdf,Activities Update Qtr Ending June 2023 and Appendix 4C,"1,857",$A’000,-,$A’000
THR,THOR ENERGY PLC,11964564,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s45r2pw7g6jq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,711",$A’000,Unused,$A’000
RIM,RIMFIRE PACIFIC MINING LIMITED,12031468,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s538py1f0spv.pdf,June 2023 Quarterly Activities and Cashflow Report,,$A’000,-,$A’000
AMD,ARROW MINERALS LTD,12095060,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rq5gh7d17l.pdf,Quarterly Activities and Cashflow Report,989,$A’000,-,$A’000
ALM,ALMA METALS LIMITED,12254009,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3v11hw8w79h.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,561",AUD$'000,-,AUD$'000
BPP,BABYLON PUMP & POWER LIMITED,12288857,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwhl7l7sncs3.pdf,Babylon Quarterly Update and Appendix 4C,"1,565",$A’000,"(11,588)",$A’000
AJQ,ARMOUR ENERGY LIMITED,12303355,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5t3nb0ckjlc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,033",,"33,491",
GPR,GEOPACIFIC RESOURCES LTD,12317867,2023-07-28,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3mhhq8zfvq8.pdf,Quarterly Activities Report and 5B Cashflow - June 2023,"4,638",$A’000,-,$A’000
GBZ,GBM RESOURCES LIMITED,12319224,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4zbnfdzvg9f.pdf,Quarterly Activities Report and Appendix 5B,"1,901",$A’000,"7,503",$A’000
EFE,EASTERN RESOURCES LIMITED,12419465,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1z8j6j04749.pdf,Appendix 5B Cashflow Report,"5,906",$A’000,-,$A’000
Z2U,ZOOM2U TECHNOLOGIES LIMITED,12596085,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0rqpb4ghl6z.pdf,Amended Appendix 4C,"3,854",,"4,030",$A’000
FDR,FINDER ENERGY HOLDINGS LIMITED,12600000,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1klpnzhfrvy.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"9,506",$A’000,-,$A’000
PFT,PURE FOODS TASMANIA LIMITED,12620090,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rxcrl9nqnpb0.pdf,Activities Statement and Appendix 4C,,,,
DCL,DOMACOM LIMITED,12629551,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s523wwjwd5hj.pdf,Appendix 4C - quarterly,486,$A’000,"3,600",$A’000
ODM,ODIN METALS LIMITED,12735076,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zch81sbtv0.pdf,ODM June 2023 Quarterly Activities Report & Appendix 5B,"3,299",$A’000,Unused,$A’000
T88,TAITON RESOURCES LIMITED,12776670,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tg02w7fffd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,627",$A’000,-,$A’000
CAZ,CAZALY RESOURCES LIMITED,12781874,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0vgzq22dwdn.pdf,Quarterly Activities and Cash Flow Report,"3,793",$A’000,Unused,$A’000
CST,CASTILE RESOURCES LTD,12820829,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0ptn37x1xd4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,428",$A’000,-,$A’000
GCM,GREEN CRITICAL MINERALS LIMITED,12824222,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5ltzxdw6jpy.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,298",$A’000,-,$A’000
HYT,HYTERRA LTD,12896166,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2dx7l5ryllp.pdf,Quarterly Activities/ Appendix 5B Cash Flow Report,"1,443",$A’000,-,$A’000
KNO,KNOSYS LIMITED,12968322,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4624c5srwpb.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,018",$A’000,124,$A’000
ADS,ADSLOT LTD.,13066471,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4l8jq8z67ft.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,875",$A’000,-,$A’000
EVR,EV RESOURCES LTD,13103777,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4b59g6hmhwp.pdf,Quarterly Activities and Cash Flow Report,514,$A’000,-,$A’000
BAT,BATTERY MINERALS LIMITED,13156495,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1nfk7qf8f6p.pdf,Quarterly Cashflow Report,"1,666",$A’000,-,$A’000
IBG,IRONBARK ZINC LTD,13201058,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s06y08jfrk5f.pdf,Quarterly Cashflow Report,"1,266",$A’000,-,$A’000
SI6,SI6 METALS LIMITED,13232066,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5xkprqj11yr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,604,$A’000,-,$A’000
ACR,ACRUX LIMITED,13256071,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0dzllt2fp6z.pdf,Activities Statement and Appendix 4C,"6,232",$A’000,4,$A’000
AKN,AUKING MINING LIMITED,13266741,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwlk6c55l7bs.pdf,Quarterly Cashflow Report,"1,330",$A’000,-,$A’000
RGL,RIVERSGOLD LIMITED,13317660,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s58rdm9lcrdr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,,$A’000,-,$A’000
SVG,SAVANNAH GOLDFIELDS LIMITED,13317694,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s61ph3wfygr4.pdf,Quarterly Cashflow Report,108,$A’000,"5,911",$A’000
ESR,ESTRELLA RESOURCES LIMITED,13352147,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s454wtglx42k.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,048",$A’000,"1,044",$A’000
MRZ,MONT ROYAL RESOURCES LIMITED,13354120,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4h19lvlj1lm.pdf,Appendix 5B - Quarterly Cash Flow Report,"2,235",$A’000,-,$A’000
RNT,RENT.COM.AU LIMITED,13355009,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s143jmxr0c4x.pdf,Quarterly Activity Report and App 4C,"1,508",$A’000,-,$A’000
LVT,LIVETILES LIMITED,13386820,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s05cr5fz16q5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"6,661",$A’000,"10,000",$A’000
MEM,MEMPHASYS LIMITED.,13433285,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1nck9bm095r.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,638,$A’000,-,$A’000
CR9,CORELLA RESOURCES LTD,13487636,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s18mfvz2wj9l.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,419",$A’000,-,$A’000
CDT,CASTLE MINERALS LIMITED,13493916,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzkdhn41pqtn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,884",$A’000,-,$A’000
IXC,INVEX THERAPEUTICS LTD,13527693,2023-07-10,https://announcements.asx.com.au/asxpdf/20230710/pdf/05rh08whxhkx6y.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"22,470",$A’000,-,$A’000
BCT,BLUECHIIP LIMITED,13559739,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1ybgw6pj38h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,723",$A’000,690,$A’000
HPR,HIGH PEAK ROYALTIES LIMITED,13582166,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5z950hvthyq.pdf,June Quarterly Appendix 5B and Activities Report,"1,463",$A’000,"1,508",$A’000
GTR,GTI ENERGY LTD,13634279,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxzkdx531jbr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,508",$A’000,-,$A’000
FNX,FINEXIA FINANCIAL GROUP LIMITED,13670190,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s591b7w4qs20.pdf,Quarterly Appendix 4C Cash Flow Report,"6,737",$A’000,759,$A’000
AUZ,AUSTRALIAN MINES LIMITED,13730270,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qs3x1nmk8m.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,633",$A’000,-,$A’000
NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,13737463,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s22xrymypttz.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"4,912",$A’000,-,$A’000
CI1,CREDIT INTELLIGENCE LTD,13777361,2022-08-29,https://announcements.asx.com.au/asxpdf/20220829/pdf/45dfw1s5bc8dsv.pdf,Positive Operating Cash Inflow and Consistence Performance,,,,
BOD,BOD SCIENCE LIMITED,13780934,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5mmqqrhp6j7.pdf,Appendix 4C,"2,031",$A’000,963,$A’000
AHK,ARK MINES LIMITED,13787593,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2g14pl7wlyt.pdf,Quarterly Appendix 5B Cash Flow Report,"1,142",$A’000,-,$A’000
EPX,EP&T GLOBAL LIMITED,13823325,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1zp88wqvkhy.pdf,Quarterly Appendix 4C,"1,243",,581,$A’000
WYX,WESTERN YILGARN NL,13890189,2023-07-23,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwhg7r71h1s4.pdf,Quarterly Report and Appendix 5B - June 2023,"2,134",$A’000,-,$A’000
RFA,RARE FOODS AUSTRALIA LIMITED,13958365,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1jfqtr58mf2.pdf,Quarterly Update & Appendix 4C,(328),$A’000,902,$A’000
TOR,TORQUE METALS LIMITED..,13968871,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rtz08f2c8h75.pdf,Quarterly Activities and Cashflow Reports,"2,090",$A’000,-,$A’000
FME,FUTURE METALS NL,14048937,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0lzkw5f0k59.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,708",$A’000,Unused,$A’000
AVE,AVECHO BIOTECHNOLOGY LIMITED,14054064,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxv3hbr93975.pdf,June 2023 Quarterly Activities Report & Appendix 4C,"2,868",$A’000,-,$A’000
TDO,3D OIL LIMITED,14064799,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwx56tcr16x5.pdf,June 2023 Quarterly Activities Report and Appendix 5B,"3,221",$A’000,-,$A’000
SRZ,STELLAR RESOURCES LIMITED,14083499,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz70yc26b4cp.pdf,Fourth Quarter Activities and Cash Flow Reports,"1,558",$A’000,-,$A’000
GTE,GREAT WESTERN EXPLORATION LIMITED.,14151095,2023-07-20,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rtsptps1kswp.pdf,June 2023 Quarterly Cashflow Report,"3,021",$A’000,Nil,$A’000
W2V,WAY 2 VAT LTD.,14158985,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1z6dcb9wl78.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,790",$A’000,"(1,687)",$A’000
G88,GOLDEN MILE RESOURCES LTD,14163749,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tpzt9j0yqy.pdf,Quarterly Appendix 5B Cash Flow Report,"2,357",$A’000,-,$A’000
1ST,1ST GROUP LIMITED,14169912,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz1jwk5rt9fj.pdf,Appendix 4C - quarterly,"1,443",$A’000,"6,050",$A’000
RXH,REWARDLE HOLDINGS LIMITED,14210680,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5xhmvd3pd64.pdf,Appendix 4C Cash Flow Report,278,$A’000,"1,278",$A’000
SNG,SIREN GOLD LIMITED,14230175,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5pkgnbl859v.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,944,$A’000,(9),$A’000
KOB,KOBA RESOURCES LIMITED,14231250,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s60jkd9138bh.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"5,899",$A’000,-,$A’000
TNY,TINYBEANS GROUP LTD,14252561,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48vvcxdjwyg.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,544",$US’000,Unused,$US’000
PIL,PEPPERMINT INNOVATION LIMITED,14264998,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5mrxhlq9rnp.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,071",$A’000,-,$A’000
PSL,PATERSON RESOURCES LTD,14302595,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5y1dwr3klth.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,585,$A’000,-,$A’000
GSN,GREAT SOUTHERN MINING LIMITED,14303473,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0mg2j45vbh0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,583",$A’000,-,$A’000
EQN,EQUINOX RESOURCES LIMITED.,14325000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3sr4jz0574y.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,267",$A’000,-,$A’000
CTO,CITIGOLD CORPORATION LIMITED,14368295,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx1cfsn14b13.pdf,Quarterly Activities Report and Appendix 5B,219,$A’000,Unused,$A’000
MKG,MAKO GOLD LIMITED,14400205,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1mskwx01rw2.pdf,Quarterly Cashflow Report,"2,796",$A’000,Unused,$A’000
AHF,AUSTRALIAN DAIRY NUTRITIONALS LIMITED,14429070,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s511ttqgmt9c.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,007",$A’000,-,$A’000
SLB,STELAR METALS LIMITED,14458384,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s42g8b1hkznl.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,433",$A’000,-,$A’000
RBX,RESOURCE BASE LIMITED.,14469785,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwtgnhl9x2yj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,586",$A’000,-,$A’000
BMH,BAUMART HOLDINGS LIMITED,14474476,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4vmbyjkxg1w.pdf,Quarterly Report & Appendix 4C - June 2023,80,$A’000,151,$A’000
AQN,AQUIRIAN LIMITED,14501120,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4pkndhqw040.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,322",$A’000,"7,156",$A’000
NOR,NORWOOD SYSTEMS LIMITED,14508647,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5gcjj8nbhkf.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,380,$A'000,124,$A'000
SLS,SOLSTICE MINERALS LIMITED,14541587,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxnvr7kwrxhj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"9,997",$A’000,-,$A’000
PPY,PAPYRUS AUSTRALIA LIMITED,14681028,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s10vxcxl2mfc.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,424,$A’000,0,$A’000
TTT,TITOMIC LIMITED,14683078,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s414s9h4l36r.pdf,Appendix 4C - Quarterly Cash Flow Report - 31 July 2023,Aggregate,,-,
MEG,MEGADO MINERALS LTD,14758422,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4s0m4rhqbs0.pdf,Quarterly Activities Report & Appendix 5B,"2,263",$A’000,Unused,$A’000
MEL,METGASCO LTD,14894414,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s50q5k5ktrjb.pdf,Quarterly Activities and Appendix 5B June 2023,642,$A’000,"2,100",$A’000
PXX,POLARX LIMITED,14945154,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5srzkhc61xp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,732,$A’000,-,$A’000
HMG,HAMELIN GOLD LIMITED,14962500,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3r05mvk6wqf.pdf,Quarterly Activities Report and Appendix 5B,"7,697",$A’000,-,$A’000
PET,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,14985372,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s257l3h5h4qt.pdf,Appendix 4C Quarterly (Q2 2023) and Business Update,"10,305",$A’000,-,$A’000
ICG,INCA MINERALS LIMITED,15035309,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rtgp91td9tpd.pdf,Appendix 5B Quarterly Cash Flow Report - June 2023,794,$A’000,500,$A’000
BGT,BIO-GENE TECHNOLOGY LTD,15057387,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2blv6qdx7cq.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,991",$A’000,N/A,$A’000
ABV,ADVANCED BRAKING TECHNOLOGY LTD,15178678,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4htmn7rhknj.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,048",,22,$A’000
VAL,VALOR RESOURCES LIMITED,15212139,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2pgw0d5vdqb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,203,$A’000,-,$A’000
MOB,MOBILICOM LIMITED,15256782,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4btq1m4psd7.pdf,MOB Q2 FY23 Activities Report & Appendix 4C,"16,011",$A’000,-,$A’000
FGL,FRUGL GROUP LIMITED,15296992,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzqy94w5z1dg.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,313",$A’000,-,$A’000
MCL,MIGHTY CRAFT LIMITED,15306585,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4npz3kpxtkf.pdf,Appendix 4C - Quarterly cashflow,"3,656",,"(24,868)",Amount
FLX,FELIX GROUP HOLDINGS LTD,15358532,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz3wgmzkrw3m.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,756",$A’000,-,$A’000
CLE,CYCLONE METALS LIMITED,15396757,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s58bdn51hd2p.pdf,Quarterly Activities Report and Appendix 5B,128,$A’000,-,$A’000
N1H,N1 HOLDINGS LIMITED,15409725,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rznjw4804s82.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"7,019",$A’000,580,$A’000
PGD,PEREGRINE GOLD LTD,15428218,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49z84343kn1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,492",$A’000,-,$A’000
