key,name,cap,document_date,url,header,cash_flow,dollar_sign,debt_flow
MKL,MIGHTY KINGDOM LIMITED,7635475,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jp3nt9v6h5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,302000.0,$A,check
ILA,ISLAND PHARMACEUTICALS LIMITED,7639236,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4078z707yv1.pdf,Quarterly Activity Report & Appendix 4C,1998000.0,$A,0.0
EMT,EMETALS LIMITED,7650000,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4yr1brnbbmq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4164000.0,$A,0.0
AUN,AURUMIN LIMITED,7671030,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2rrx8gqj11c.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1416000.0,$A,0.0
M3M,M3 MINING LIMITED,7674695,2023-07-29,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3mwq7bn8wkv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2837000.0,$A,check
CBL,CONTROL BIONICS LIMITED,7680669,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry83vznsfmr7.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,936000.0,$A,0.0
LBT,LBT INNOVATIONS LIMITED,7700137,2023-08-04,https://announcements.asx.com.au/asxpdf/20230804/pdf/05sb3f2h0r88r2.pdf,Non-Cash Impairment of Intangible Assets,check,,check
MEB,MEDIBIO LIMITED,7725891,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3vr0bbgtgd6.pdf,June 2023 Quarterly Activities Report and Appendix 4C,214000.0,$A,0.0
YRL,YANDAL RESOURCES LIMITED,7732351,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1hqpm6s2zcz.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4202000.0,$A,0.0
HIQ,HITIQ LIMITED,7736599,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2m7zz63qpqr.pdf,Jun23 Quarterly Activities Statement and 4C,1980000.0,$A,1523000.0
8VI,8VI HOLDINGS LIMITED,7753613,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2v9ty15nkx7.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
TAR,TARUGA MINERALS LIMITED,7766295,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lrwjyrrk8q.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3221000.0,$A,0.0
WC1,WEST COBAR METALS LIMITED,7770693,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rydkx64bg3fj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2327000.0,$A,0.0
TMR,TEMPUS RESOURCES LTD,7795956,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3w3yk50z5j1.pdf,Quarterly Appendix 5B Cash Flow Report - June 2023,1447000.0,$A,0.0
OPN,OPENN NEGOTIATION LIMITED,7816757,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jtbf31dr01.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,124000.0,$A,0.0
ADY,ADMIRALTY RESOURCES NL.,7821475,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5j6nvw8l7zh.pdf,June Quarterly Appendix 5B,128000.0,$A,9867000.0
BDG,BLACK DRAGON GOLD CORP.,7826132,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rvbdsfbgzsv5.pdf,June Quarterly Activities Report & Cashflow,1144000.0,CAD$,0.0
AER,AEERIS LTD,7874224,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s27hg9vyp9jr.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2581492.0,$,0.0
CAQ,CAQ HOLDINGS LIMITED,7895649,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5b2fz5scpwf.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,391000.0,$A,2438000.0
OLI,OLIVER'S REAL FOOD LIMITED,7933175,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0zgnzcc81k9.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
AX8,ACCELERATE RESOURCES LIMITED,7971637,2023-07-24,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxmmbyz78mhb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,0.0
ICE,ICETANA LIMITED,7973137,2023-07-26,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s03tttgcymfn.pdf,Quarterly Appendix 4C Cash Flow Report,check,,0.0
MPG,MANY PEAKS GOLD LIMITED,7984497,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxycxn54b06v.pdf,Quarterly Activities Report & Appendix 5B,3128000.0,$A,check
NTM,NT MINERALS LIMITED,8006989,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2jtsvts6w9g.pdf,Quarterly Cash Flow Report - June 2023,584000.0,$A,0.0
SCL,SCHROLE GROUP LTD,8025207,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwqd65ckrdnr.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1363000.0,$A,0.0
HVY,HEAVY MINERALS LIMITED,8067299,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5yxx4vk1d8x.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,320000.0,$A,0.0
RB6,RUBIX RESOURCES LIMITED,8076750,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1xgy4pbj88n.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2469000.0,$A,check
NYM,NARRYER METALS LIMITED,8083500,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s29vc2g83hly.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1105000.0,$A,0.0
TSL,TITANIUM SANDS LIMITED,8086788,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s54zvrc8l4bq.pdf,Quarterly Activities Report and Appendix 5B,70000.0,$A,250000.0
SPA,SPACETALK LTD,8092316,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2j6sg5tj6q0.pdf,Quarterly Activities Report and Appendix 4C,3026000.0,$A,5000000.0
AYT,AUSTIN METALS LIMITED,8126997,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxxctkwh7lz6.pdf,Quarterly Activities Report and Appendix 5B,940000.0,$A,0.0
BLZ,BLAZE MINERALS LIMITED,8171257,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1r8q0w1zxb1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1258000.0,$A,0.0
GGX,GAS2GRID LIMITED,8178204,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s28xsj3fhz3m.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,671000.0,$A,1434000.0
FG1,FLYNN GOLD LIMITED,8182955,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0knjjcc8w2f.pdf,June 2023 Quarterly Activities Report and Appendix 5B,3760000.0,$A,0.0
DEL,DELOREAN CORPORATION LIMITED,8197395,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s595fl1nnvhw.pdf,June 2023 Quarterly Activities and Cash Flow Report,1004000.0,$A,5001000.0
SRJ,SRJ TECHNOLOGIES GROUP PLC,8207264,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1lpm1vl0vdl.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
AGR,AGUIA RESOURCES LIMITED,8243231,2023-07-13,https://announcements.asx.com.au/asxpdf/20230713/pdf/05rltlv9v0ctpl.pdf,Quarterly Appendix 5B Cash Flow Report,438000.0,$A,0.0
DCX,DISCOVEX RESOURCES LIMITED,8256420,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxqlxgs205v0.pdf,Quarterly Cashflow Report,1823000.0,$A,check
SAU,SOUTHERN GOLD LIMITED,8266850,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1ygh75dqgz9.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4213000.0,$A,check
PVW,PVW RESOURCES LIMITED,8270943,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5p6pxy9db0c.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3766000.0,$A,0.0
GLA,GLADIATOR RESOURCES LIMITED,8271156,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1mzkqlt18jl.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,check
APC,AUSTRALIAN POTASH LIMITED,8309432,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5r8tr1xj67p.pdf,Quarterly Cashflow Report,1292000.0,$A,0.0
ODE,ODESSA MINERALS LIMITED,8346260,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rztcmhnmx5js.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4524000.0,$A,0.0
CMX,CHEMX MATERIALS LIMITED,8349457,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s52spgymwhyr.pdf,Appendix 5B,793000.0,$A,0.0
NTL,NEW TALISMAN GOLD MINES LIMITED,8389062,2023-07-29,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3l8twbwt1p4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1914000.0,$NZ,check
SW1,SWIFT NETWORKS GROUP LIMITED,8397457,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1qhyz0bvd3z.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
INL,INNLANZ LIMITED,8458117,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s622qc80j1n3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,865000.0,$A,0.0
R8R,REGENER8 RESOURCES NL,8466063,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqnqrd4yn033.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2778000.0,$A,0.0
REZ,RESOURCES & ENERGY GROUP LIMITED,8496698,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s59gcq3xv24y.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,703000.0,$A,0.0
NIS,NICKELSEARCH LIMITED,8502728,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3ysdbk14ysl.pdf,Quarterly Cashflow Report - June 2023,1899000.0,$A,check
LYK,LYKOS METALS LIMITED,8505000,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0sl02f20hj3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1895000.0,$A,0.0
LML,LINCOLN MINERALS LIMITED,8524271,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwtw73jmmnpx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1162000.0,$A,0.0
RAS,RAGUSA MINERALS LTD,8555927,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3v9172gz7pw.pdf,Quarterly Cash Flow Report - June 2023,1891000.0,$A,0.0
AHN,ATHENA RESOURCES LIMITED,8563740,2023-08-01,https://announcements.asx.com.au/asxpdf/20230801/pdf/05s6xw5g04hp8h.pdf,Quarterly Appendix 5B Cash Flow Report,1436016000.0,$A,0.0
MVL,MARVEL GOLD LIMITED,8637907,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4jh3r85z5dn.pdf,Quarterly Activities and Cashflow Report - June 2023,2185000.0,$A,0.0
DLM,DOMINION MINERALS LIMITED,8695244,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s435ypmc1djl.pdf,Quarterly activities report and quarterly cashflow report,3378000.0,$A,0.0
ACM,AUSTRALIAN CRITICAL MINERALS LIMITED,8706252,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3sc4dm8r7sq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,0.0
GLH,GLOBAL HEALTH LIMITED,8707430,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwx32wqsvyz6.pdf,Quarterly activities report and Appendix 4C - Jun23,2244000.0,$A,75000.0
FTL,FIRETAIL RESOURCES LIMITED,8758750,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ryccfft00l8n.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4945000.0,$A,0.0
KOR,KORAB RESOURCES LIMITED,8809200,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s61x41qmccg2.pdf,Quarterly Activities/Appendix 5B Cash Flow - Correct header,112000.0,$A,662000.0
14D,1414 DEGREES LIMITED,8835875,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5qc311mmmmb.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1949000.0,$A,0.0
OM1,OMNIA METALS GROUP LTD,8836676,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rxd2sxlln2jv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3814000.0,$A,check
OLL,OPENLEARNING LIMITED,8839679,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4n1ndzk5k1q.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1314000.0,$A,0.0
CHK,COHIBA MINERALS LIMITED,8852977,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5j0dq49hrmv.pdf,CHK June 2023 Quarterly Activities Report & Appendix 5B,1799000.0,$A,0.0
INP,INCENTIAPAY LIMITED,8855445,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzr9bknpswml.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1825000.0,$A,18157000.0
T92,TERRA URANIUM LIMITED,8880774,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4m631ssf5lj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1602000.0,$A,0.0
LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,8907814,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s16q6m48vl70.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1546000.0,$A,9000000.0
BSN,BASIN ENERGY LIMITED,8935267,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s547wbghxk09.pdf,Quarterly Appendix 5B Cash Flow Report,5209000.0,$A,check
L1M,LIGHTNING MINERALS LTD,8964576,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz985x8lj1kw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4694000.0,$A,0.0
SUH,SOUTHERN HEMISPHERE MINING LIMITED,8975696,2023-07-14,https://announcements.asx.com.au/asxpdf/20230714/pdf/05rmxtdchrd29v.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,612000.0,$A,0.0
EDE,EDEN INNOVATIONS LTD,8990833,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rsbq58qwdw9x.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
NVU,NANOVEU LIMITED,9081486,2023-08-01,https://announcements.asx.com.au/asxpdf/20230801/pdf/05s6m1hxgdz3pk.pdf,Quarterly Appendix 4C Cash Flow Report,1054000.0,$A,0.0
NC6,NANOLLOSE LIMITED,9082068,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz2f7mpk45s0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,544000.0,$A,check
TTI,TRAFFIC TECHNOLOGIES LTD.,9092042,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5bwtvhsqsp7.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1182000.0,$A,12052000.0
SP8,STREAMPLAY STUDIO LIMITED,9104990,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5zmtsbb9s05.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,6424000.0,$A,0.0
ZNO,ZOONO GROUP LIMITED,9116528,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4m82j2pyd4l.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,826000.0,$NZ,0.0
RCL,READCLOUD LIMITED,9137797,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s50x6c70wvks.pdf,June 2023 Quarterly Report and Appendix 4C,1193000.0,$A,0.0
YAR,YARI MINERALS LIMITED,9164798,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s55qczfs17f2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1829000.0,$US,0.0
NPM,NEWPEAK METALS LIMITED,9248616,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1p0l31z0xgt.pdf,Quarterly Activities Report and Cash flow,24000.0,$A,200000.0
CAG,CAPE RANGE LTD,9301013,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s53c1lnsbdsd.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2133000.0,$A,20000.0
DES,DESOTO RESOURCES LIMITED,9339750,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0schml7mwt6.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,8664000.0,$A,0.0
CLZ,CLASSIC MINERALS LTD,9350768,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1s7ksxg5pkc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,17000.0,$A,7756000.0
MBK,METAL BANK LIMITED,9400508,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1sl04s4924n.pdf,Quarterly Cash Flow Report,767000.0,$A,check
HYD,HYDRIX LIMITED,9406097,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5yqglykx4k8.pdf,Quarterly Activities/App 4C & Convertible Note Capital Raise,1153000.0,$A,2675000.0
LHM,LAND & HOMES GROUP LIMITED,9444504,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5shg41kbq6p.pdf,Monthly Activities/Appendix 4C Cash Flow Report,check,,check
JAV,JAVELIN MINERALS LIMITED,9454153,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5n3dxkbznmg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,443000.0,$A,0.0
SIV,SIV CAPITAL LIMITED,9470568,2023-07-11,https://announcements.asx.com.au/asxpdf/20230711/pdf/05rjph886p1g7h.pdf,SIV Capital Limited - Appendix 4C,7756000.0,$A,0.0
A1G,AFRICAN GOLD LTD.,9481428,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5p0dsxhw6md.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,650000.0,$A,0.0
FRB,FIREBIRD METALS LIMITED,9499750,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3n6sw7xx37x.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,check
BCA,BLACK CANYON LIMITED,9521183,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s507nt46stck.pdf,Quarterly Activity and Cashflow Report,1183000.0,$A,check
UCM,USCOM LIMITED,9526678,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2498rtghktb.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2179000.0,$A,check
WML,WOOMERA MINING LIMITED,9561946,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2rb89878h6b.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1414000.0,$A,0.0
ENX,ENEGEX LIMITED,9591816,2023-07-29,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3n4s0j8gp00.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2578000.0,$A,0.0
BUY,BOUNTY OIL & GAS NL,9593507,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4k09pfsbk1c.pdf,Quarterly Activities Report & App 5B - QTR ended June 2023,1236000.0,$A,0.0
SIX,SPRINTEX LIMITED,9615089,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4hfh3zws2l0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,293000.0,$A,0.0
PR1,PURE RESOURCES LIMITED,9750003,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s1705ccgq3by.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2541000.0,$A,0.0
FTC,FINTECH CHAIN LIMITED,9761544,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s26x0jv3gtt6.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
CZN,CORAZON MINING LIMITED,9765289,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryxbsbgmd8c5.pdf,Quarterly Appendix 5B Cash Flow Report,2491000.0,$A,0.0
1TT,THRIVE TRIBE TECHNOLOGIES LIMITED,9788510,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s60354vqw18t.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,0.0
ELE,ELMORE LTD,9795687,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5g9h3p31ppx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2094000.0,$A,3811000.0
SSH,SSH GROUP LTD,9809978,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s46n8r0p7j5p.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
HPC,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,9859088,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4g98fwlmrdg.pdf,Quarterly Activities Report and Appendix 4C,1739000.0,$US,4388000.0
RAG,RAGNAR METALS LIMITED,9897695,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2t52v6c9qhb.pdf,Quarterly Cashflow Report,196000.0,$A,0.0
FIN,FIN RESOURCES LIMITED,9936566,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0cfnlpgsnf7.pdf,Quarterly Activities Report & Appendix 5B,2270000.0,$A,check
LRL,LABYRINTH RESOURCES LIMITED,9941029,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s53j7pq1rfq0.pdf,Quarterly Activities / Appendix 5B Cash Flow Report,417000.0,$A,76000.0
PL3,PATAGONIA LITHIUM LTD,9956050,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s25scs34l44f.pdf,Quarterly Activities and Cashflow Report 30 June 2023,3226000.0,$A,0.0
BME,BLACK MOUNTAIN ENERGY LTD,9963829,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rr48m7svgsc6.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,873000.0,$A,0.0
FRS,FORRESTANIA RESOURCES LIMITED,10135991,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ljlh5jc92k.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2117000.0,$A,0.0
1AD,ADALTA LIMITED,10155105,2023-07-13,https://announcements.asx.com.au/asxpdf/20230713/pdf/05rljv8md5npsm.pdf,Quarterly Appendix 4C and Activities Report,4790000.0,$A,4000000.0
SBR,SABRE RESOURCES LIMITED,10202017,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5x39ff7lv01.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4512000.0,$A,0.0
JNO,JUNO MINERALS LIMITED,10234350,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0hwp2b1zpvs.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1606000.0,$A,0.0
X2M,X2M CONNECT LIMITED,10235991,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1xjz1hc13y7.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1785000.0,$A,1947000.0
WHK,WHITEHAWK LIMITED,10262423,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4b7c9nx6p1m.pdf,Quarterly Activities Report and Appendix 4C - quarterly,311000.0,$US,0.0
OLY,OLYMPIO METALS LIMITED,10340815,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2lyzfkn18m0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2732000.0,$A,check
AM7,ARCADIA MINERALS LIMITED,10345511,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s53l931wzfyt.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,282000.0,$A,0.0
PEC,PERPETUAL RESOURCES LIMITED,10364195,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1w8x1v0yqwd.pdf,June 2023 Quarterly Activities Report and Appendix 5B,1295000.0,$A,check
AUH,AUSTCHINA HOLDINGS LIMITED,10389418,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5mx37x3bpqk.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2263000.0,$A,0.0
CCZ,CASTILLO COPPER LIMITED,10396043,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryv9xqcymjv7.pdf,Quarterly Cashflow Report - June 2023,2900000.0,$A,check
RMX,RED MOUNTAIN MINING LIMITED,10403330,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s58174x9l4zf.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1030000.0,$A,0.0
SIT,SITE GROUP INTERNATIONAL LIMITED,10409961,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5p8t92tm5q4.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,268000.0,$A,check
OSM,OSMOND RESOURCES LIMITED,10454847,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jwg95xk9mx.pdf,Quarterly Activities and Cashflow Report,4156000.0,$A,check
RNX,RENEGADE EXPLORATION LIMITED,10484362,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s29b33gztbkx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,85000.0,$A,0.0
TFL,TASFOODS LIMITED,10490292,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s27krk3ndj0j.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,8566000.0
PRX,PRODIGY GOLD NL,10506647,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz0f7s2s2lpc.pdf,Quarterly Activities and Cashflow Report June 2023,6053000.0,$A,2381000.0
NOX,NOXOPHARM LIMITED,10520566,2023-07-14,https://announcements.asx.com.au/asxpdf/20230714/pdf/05rmkgbdh0sh9z.pdf,June 2023 Activities Report and Appendix 4C,2974000.0,$A,0.0
DY6,DY6 METALS LTD,10545000,2023-07-25,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rywpdtfxthh4.pdf,Quarterly Activities & Cash Flow Report,6727000.0,$A,check
KPO,KALINA POWER LIMITED,10606371,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s49b3s8byld0.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,707000.0,$A,0.0
