key,name,cap,document_date,url,header,cash_flow,dollar_sign,debt_flow
CTP,CENTRAL PETROLEUM LIMITED,43764316,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1xt35rghyz2.pdf,Quarterly Activities Report & Appendix 5B,13826000.0,$A,28108000.0
HRN,HORIZON GOLD LIMITED,43813574,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxxxldzvtqy0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,238000.0,$A,0.0
RZI,RAIZ INVEST LIMITED,43919369,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0743hsfygd0.pdf,Quarterly Activities Report & Appendix 4C Q4 FY23,8449000.0,$A,0.0
BGD,BARTON GOLD HOLDINGS LIMITED,43939423,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxymz8pbn8lw.pdf,Quarterly Cashflow Report,10451000.0,$A,0.0
NOV,NOVATTI GROUP LIMITED,44025350,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4dvjpnssqyx.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,18215000.0,$A,10500000.0
BBT,BLUEBET HOLDINGS LTD,44057477,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0bxctt2ns6n.pdf,Quarterly Appendix 4C Cash Flow Report,check,,check
DEM,DE.MEM LIMITED,44131938,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s07qq08hxy4t.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,3986000.0,$A,check
ANP,ANTISENSE THERAPEUTICS LIMITED,44324163,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1zygwd3vvj2.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,10967000.0,$A,0.0
BLU,BLUE ENERGY LIMITED.,44423366,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4jyb6bdmk8k.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2400000.0,$A,0.0
TGA,THORN GROUP LIMITED,44497944,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48nt2fc2tls.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,37997000.0,$A,139780000.0
POL,POLYMETALS RESOURCES LTD,44600467,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rs4cljd15xx8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2633000.0,$A,check
HMY,HARMONEY CORP LIMITED,44684458,2023-01-31,https://announcements.asx.com.au/asxpdf/20230131/pdf/45l3pnh6y9qzzd.pdf,1H23 Cash NPAT of $2.3 million,check,,check
WZR,WISR LIMITED,44943517,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0jr7pybrg4b.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,53577000.0,$A,955688000.0
IVX,INVION LIMITED,44951425,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rt1krsnz40cp.pdf,Activities Report and Appendix 4C,4085000.0,$A,0.0
MYE,METAROCK GROUP LIMITED,45148683,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jdtlmy5s79.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,12901000.0,$A,84384000.0
TON,TRITON MINERALS LTD,45279313,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s161kl7d7bk5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6195000.0,$A,0.0
VRC,VOLT RESOURCES LIMITED,45303375,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1x2smmj9tm9.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2966000.0,$A,0.0
IPT,IMPACT MINERALS LIMITED,45515262,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4vtfq3yhfby.pdf,Quarterly Cashflow Report,4689000.0,$A,0.0
ODA,ORCODA LIMITED,45672409,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3qm5ftj79vy.pdf,Appendix 4C Cash Flow Report,4770000.0,$A,check
1MC,MORELLA CORPORATION LIMITED,45739353,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3tg2z1464s2.pdf,Quarterly Activities Report & 5B Cashflow June 2023,7936000.0,$A,3377000.0
BNL,BLUE STAR HELIUM LIMITED,45998932,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5m99ss8t0rq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3825000.0,$A,0.0
MEK,MEEKA METALS LIMITED,46292775,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s48stfxm02nc.pdf,Quarterly Cashflow Report,2774000.0,$A,0.0
LLI,LOYAL LITHIUM LIMITED,46607001,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5n9xdqg5pwd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3752000.0,$A,check
WSP,WHISPIR LIMITED,46687274,2023-07-17,https://announcements.asx.com.au/asxpdf/20230717/pdf/05rph3zpf1gy9n.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,4320000.0,$A,1104000.0
PPG,PRO-PAC PACKAGING LIMITED,47238805,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qlz9y4spw5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
TI1,TOMBADOR IRON LIMITED,47291362,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4ppzkfdx1g4.pdf,Quarterly Cashflow Report,21995000.0,$A,0.0
VR1,VECTION TECHNOLOGIES LTD,47316737,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s229x4rf7ygn.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,11387000.0,$A,6558000.0
ELS,ELSIGHT LIMITED,47350668,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s059r8rf6b04.pdf,Quarterly Activity Report and Appendix 4C,3901000.0,$US,5079000.0
FGR,FIRST GRAPHENE LIMITED,47806627,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3w1z2hqx5hy.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,3226000.0,$A,0.0
NTI,NEUROTECH INTERNATIONAL LIMITED,48065022,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz60z0fwpfcc.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
AQC,AUSTRALIAN PACIFIC COAL LIMITED,48623533,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4h9c9l8gz3d.pdf,Quarterly Activities and Cashflow Reports,3707000.0,$A,check
UBI,UNIVERSAL BIOSENSORS INC.,48844970,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2gt5rypbj1n.pdf,June 2023 Quarterly Activity Report and Appendix 4C,16644000.0,$A,740000.0
TSI,TOP SHELF INTERNATIONAL HOLDINGS LTD,48887715,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4dqgv8f8y9b.pdf,Quarterly Report and Appendix 4C,2855000.0,$A,35000000.0
SOR,STRATEGIC ELEMENTS LIMITED,49162678,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4vk91nxq960.pdf,SOR Quarterly Update and Appendix 4C,7989000.0,$A,0.0
MMM,MARLEY SPOON SE,49169966,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s16gst9kdxx5.pdf,Appendix 4C - Q2 2023 and Business Activity Report,check,,check
SOV,SOVEREIGN CLOUD HOLDINGS LIMITED,49213097,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5zz39r190b1.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,11640000.0,$A,353000.0
AAR,ASTRAL RESOURCES NL,50386214,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s57qflnr27xd.pdf,Quarterly Activities & Cashflow Report,1320000.0,$A,check
CAN,CANN GROUP LIMITED,51090476,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s25bfz53znbk.pdf,Quarterly Activities and Appendix 4C Cashflow Report,764000.0,$A,60965000.0
KRM,KINGSROSE MINING LIMITED,51171803,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rn5jw24xhr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,33840000.0,$A,0.0
CLA,CELSIUS RESOURCES LIMITED.,51534257,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s25w6m8syb23.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5534000.0,$A,0.0
DNA,DONACO INTERNATIONAL LIMITED,51886354,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5s92jz07st3.pdf,Appendix 4C Cash Flow Report,16676000.0,$A,18326000.0
IMB,INTELLIGENT MONITORING GROUP LIMITED,51911289,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s57shzpz7096.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,5269000.0,$A,25372000.0
AFA,ASF GROUP LIMITED,52298237,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx9j42f1qbd5.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,1881000.0,$A,21950000.0
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED,52382714,2022-10-28,https://announcements.asx.com.au/asxpdf/20221028/pdf/45gxjnbl6n89n6.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,15240000.0,$A,4031000.0
EG1,EVERGREEN LITHIUM LIMITED,52512707,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4tn38wp50nq.pdf,Quarterly Activities and Cash Flow Report,8688000.0,$A,0.0
ACW,ACTINOGEN MEDICAL LIMITED,52671312,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4xmzp11vnxz.pdf,Quarterly Activity Report & Appendix 4C,8460000.0,$A,check
TZN,TERRAMIN AUSTRALIA LIMITED.,52914068,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4cdzvhqct98.pdf,June 2023 Quarterly Activities Report and Appendix 5B,54000.0,$A,29334000.0
INF,INFINITY LITHIUM CORPORATION LIMITED,53198091,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1thzkwnyglz.pdf,Quarterly Cashflow Report,12305000.0,$A,0.0
SPQ,SUPERIOR RESOURCES LIMITED,53202059,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4d046r3q95h.pdf,Quarterly Appendix 5B Cash Flow Report,3947000.0,$A,check
PVE,PO VALLEY ENERGY LIMITED,54471196,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0jt75jknznx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,check
BSX,BLACKSTONE MINERALS LIMITED,54474224,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s20hg528qgx1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,10654000.0,$A,0.0
DUB,DUBBER CORPORATION LIMITED,55190285,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rv0gbsd9mj1k.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,32863000.0,$A,0.0
LGP,LITTLE GREEN PHARMA LTD,55423843,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tcyppvq6fx.pdf,Quarterly Activities Report & Appendix 4C,check,,check
PSC,PROSPECT RESOURCES LIMITED,55471135,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryxsrvmft48w.pdf,Quarterly Activities and Cashflow Report June 2023,26190000.0,$A,check
CE1,CALIMA ENERGY LIMITED,55760320,2023-08-03,https://announcements.asx.com.au/asxpdf/20230803/pdf/05s923tdxtp434.pdf,Replacement June 2023 Quarterly Activtiies and Cash Flow,check,,6568000.0
HMX,HAMMER METALS LIMITED,55843663,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s51hgdfz2t4b.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4357000.0,$A,0.0
PTX,PRESCIENT THERAPEUTICS LIMITED,56368886,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0d9nzz49srs.pdf,June 2023 Quarterly Update and Appendix 4C,5895000.0,$A,0.0
WAK,WA KAOLIN LIMITED,56738726,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s53w0d422t3s.pdf,June 2023 Quarterly Activities Report and Appendix 5B,3093000.0,$A,8850000.0
SDV,SCIDEV LTD,56941056,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxrz9245yj93.pdf,June 2023 Appendix 4C,check,,check
LKO,LAKES BLUE ENERGY NL,57825090,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4xvfph8jxf3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,758000.0,$A,0.0
AZL,ARIZONA LITHIUM LIMITED,58022723,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5nnb9rwtnrr.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3267000.0,$A,0.0
3DA,AMAERO INTERNATIONAL LTD,58358330,2023-04-26,https://announcements.asx.com.au/asxpdf/20230426/pdf/45nznb4pjnhdl4.pdf,Quarterly Activities Report and Appendix 4C,9785000.0,$A,0.0
BRU,BURU ENERGY LIMITED,58412222,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s07xzjvkh3lw.pdf,Quarterly Activities and Cash Flow Report - June 2023,11294000.0,$A,0.0
FML,FOCUS MINERALS LTD,58744522,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2l214l5l587.pdf,June 2023 Quarterly Cashflow Report,8753000.0,$A,100568000.0
AVC,AUCTUS INVESTMENT GROUP LIMITED,58914758,2023-03-17,https://announcements.asx.com.au/asxpdf/20230317/pdf/45msns1hxyjdfs.pdf,Removal of requirement to lodge Appendix 4C,check,,check
MX1,MICRO-X LIMITED,59388874,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s08k0p146wbs.pdf,MX1 - Quarterly Cash Flows and Activities Statement,5223000.0,$A,0.0
ASO,ASTON MINERALS LIMITED,59947604,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5vlkhfcvjvg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1624000.0,$A,0.0
BRK,BROOKSIDE ENERGY LIMITED,60174548,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3r65xskgl7n.pdf,Quarterly Activities and Appendix 5B - June 2023,23455000.0,$A,0.0
4DS,4DS MEMORY LIMITED,60404099,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3xy4sb457g5.pdf,Quarterly Activity Report & Appendix 4C,5600000.0,$A,check
DBF,DUXTON FARMS LTD,60446791,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4rnvgyn4n90.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,53276000.0
IXU,IXUP LIMITED,61094068,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5kkkg9tzrrk.pdf,Appendix 4C & Quarterly Activities Report,check,,30515.0
AVD,AVADA GROUP LIMITED,62278104,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5tm2ydvbfxg.pdf,Appendix 4C Cash Flow Report - Update,10835000.0,$A,42103000.0
KAI,KAIROS MINERALS LIMITED,62901893,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4g14rg4hkbz.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4138000.0,$A,0.0
CPV,CLEARVUE TECHNOLOGIES LIMITED,62979810,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4s9x1bc4x0r.pdf,Quarterly Activities Report and Appendix 4C,5208000.0,$A,0.0
ADO,ANTEOTECH LTD,63073217,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0rxt6sgcgz6.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,2720000.0,$A,check
G1A,GALENA MINING LIMITED,63215770,2023-08-04,https://announcements.asx.com.au/asxpdf/20230804/pdf/05sb3rqczv1qkf.pdf,Abra Cash Flow Positive,check,,check
FEG,FAR EAST GOLD LTD,63257930,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5fyfmv6yt3f.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3905000.0,$A,check
CY5,CYGNUS METALS LIMITED,63632103,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3vc0rrl1v54.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5347000.0,$A,0.0
ATR,ASTRON CORPORATION LIMITED,63745743,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rz4r37xtq3.pdf,Quarterly Appendix 5B Cash Flow Report,7205000.0,$A,21562000.0
MCM,MC MINING LIMITED,63946432,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s60gfjgtk4vd.pdf,MCM Appendix 5B Cash Flow Report,7499000.0,$USD,8493000.0
TGN,TUNGSTEN MINING NL,64485970,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4jf2vkpvwk3.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,12399000.0,$A,0.0
AZY,ANTIPA MINERALS LIMITED,64746927,2023-07-26,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s02bnpmw0gb2.pdf,Quarterly Activities and Cashflow Report - June 2023,5802000.0,$A,check
NRZ,NEURIZER LTD,64831441,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2th83dsfq6k.pdf,Quarterly Activities Report and Appendix 5B,1210000.0,$A,15000000.0
AXN,ALLIANCE NICKEL LIMITED,64892672,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1shzqpl8gyf.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,7767000.0,$A,0.0
DME,DOME GOLD MINES LIMITED,65344615,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5736xv6vgq6.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,check
STK,STRICKLAND METALS LIMITED,65608351,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5qf2j8l03qq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,1698000.0,$A,check
ICI,ICANDY INTERACTIVE LIMITED,65768079,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5w6t4sn3nqb.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
OIL,OPTISCAN IMAGING LIMITED,65968223,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2341k7p1wf1.pdf,OIL June 2023 Quarterly Report and Appendix 4C,875000.0,$A,0.0
CAY,CANYON RESOURCES LIMITED,66024823,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0xv2jf334jb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,10726000.0,$A,check
NVA,NOVA MINERALS LIMITED,66430338,2023-07-11,https://announcements.asx.com.au/asxpdf/20230711/pdf/05rjczlbvrdbbn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,19241000.0,$A,check
S2R,S2 RESOURCES LTD,67665101,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0qgyv9c1skq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,5767000.0,$A,0.0
JGH,JADE GAS HOLDINGS LIMITED,67803869,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s22vqk853ktd.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,7080000.0,$A,242000.0
KKO,KINETIKO ENERGY LTD,67909026,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0sw5h1vmmq8.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,3559000.0,$A,0.0
ACB,A-CAP ENERGY LIMITED,68400147,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0xzmhl2p01w.pdf,Quarterly Cash Flow Report,3764000.0,$A,0.0
WIN,WIDGIE NICKEL LIMITED,68428835,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4xs8v164gbp.pdf,Widgie Nickel Quarterly Activities Report & Appendix 5B,11845000.0,$A,140000.0
BLG,BLUGLASS LIMITED,68762054,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxrb3gwgvxwn.pdf,App 4C Qtr Ended 30 June 2023,4255000.0,$A,check
LEL,LITHIUM ENERGY LIMITED,69016700,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s62711zjb4m7.pdf,Quarterly Activities and Cash Flow Reports - 30 June 2023,check,,check
RND,RAND MINING LIMITED,69104293,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4bwryjb9m5y.pdf,Quarterly Activities & Cashflow Report - June 2023,2159000.0,$A,11000.0
SWP,SWOOP HOLDINGS LIMITED,69392795,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s40fcq1hqg04.pdf,Swoop Beats Free Cash Flow Target in Final Quarter FY23,check,,check
TMT,TECHNOLOGY METALS AUSTRALIA LIMITED,69928646,2023-07-19,https://announcements.asx.com.au/asxpdf/20230719/pdf/05rs493z1c3z52.pdf,Quarterly Activities Report and Appendix 5B Jun 2023,16464000.0,$A,0.0
IVR,INVESTIGATOR RESOURCES LTD,70421331,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s28406jwqk5b.pdf,Quarterly Activities and Cash Flow Report,4497000.0,$A,0.0
MRL,MAYUR RESOURCES LIMITED,70559329,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5jbsphzjvwc.pdf,Quarterly Activities and Cash Flow Report,4127000.0,$A,6822000.0
CHZ,CHESSER RESOURCES LIMITED,70632162,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s41nvt5hjtc3.pdf,Quarterly activites report and quarterly cashflow report,3464000.0,$A,3000000.0
FBR,FBR LTD,70697875,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lchn2fd3lm.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,13402000.0,$A,7090000.0
IRD,IRON ROAD LIMITED,71813341,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0dl6tl7dj58.pdf,Quarterly Activities and Cashflow Report,1781000.0,$A,0.0
TYX,TYRANNA RESOURCES LIMITED,72301357,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1h4l9bzvst7.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,347000.0,$A,0.0
EGR,ECOGRAF LIMITED,72414700,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5nstct0l1z0.pdf,June 2023 Quarterly Activities Report and Appendix 5B,38628000.0,$A,0.0
HHR,HARTSHEAD RESOURCES NL,73025735,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s47hcf9hx669.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,32879000.0,$A,0.0
ETM,ENERGY TRANSITION MINERALS LTD,73210177,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5323yzlqc0j.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,21561000.0,$A,0.0
EOF,ECOFIBRE LIMITED,73335056,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4c2vqxkn6mg.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,7290000.0,$A,26607000.0
SOM,SOMNOMED LIMITED,73655790,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz0ymx0gy8fj.pdf,Appendix 4C,11956000.0,$A,17647000.0
NWC,NEW WORLD RESOURCES LIMITED,73692222,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s616vglxtqy0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,2622000.0,$A,0.0
CXM,CENTREX LIMITED,73743483,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s528nr73sb21.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,check,,3563000.0
ARR,AMERICAN RARE EARTHS LIMITED,73841344,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s27xc98n4f5g.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,12485000.0,$A,0.0
FAR,FAR LIMITED,74389767,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz5c7rpmpfjs.pdf,Quarterly Activities Report and Appendix 5B Cashflow,29484000.0,US$,0.0
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,74828110,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz4pmxy3q1ts.pdf,FY23 Q4 Activity Report and Appendix 4C,5607000.0,$A,check
ZEO,ZEOTECH LIMITED,75060615,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05rxzwq8thtdpt.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,4212000.0,$A,0.0
TMK,TMK ENERGY LIMITED,75458690,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4s5d0kjjjvn.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6798000.0,$A,0.0
PEX,PEEL MINING LIMITED,75499823,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4g373ypsmv5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,12058000.0,$A,0.0
SPL,STARPHARMA HOLDINGS LIMITED,75941219,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4lglj48ncqv.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,check,,check
WKT,WALKABOUT RESOURCES LTD,76190579,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s11j4wjrlxw0.pdf,Quarterly Appendix 5B Cash Flow Report,73000.0,$A,1400000.0
AUT,AUTECO MINERALS LTD,76323598,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3vf0mzdzw5b.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,6298000.0,$A,check
SXG,SOUTHERN CROSS GOLD LTD,76376859,2023-06-30,https://announcements.asx.com.au/asxpdf/20230630/pdf/05r5l53rg9p47z.pdf,SXG May 2023 Quarterly Activities Report & Appendix 5B,15187000.0,$A,0.0
EIQ,ECHOIQ LIMITED,76438928,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05ryvx3xz7dhxb.pdf,Appendix 4C Cash Flow Report,3278000.0,$A,0.0
OEL,OTTO ENERGY LIMITED,76720156,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s491z3tydywx.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,25856000.0,$US,0.0
RXL,ROX RESOURCES LIMITED,76901480,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwnjrb9yvp3v.pdf,Quarterly Activities and Cash Flow Reports - June 2023,check,,check
OCC,ORTHOCELL LIMITED,76948198,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s447ltrc3kw6.pdf,Quarterly Activity Report & Appendix 4C,check,,check
STM,SUNSTONE METALS LTD,77049622,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1tkz2423lx5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,10307000.0,$A,check
